step,dice,dice/_macro,dice/_micro,loss,loss/mean,loss/std,lr,momentum
17,0.1481763869524002,0.1481763869524002,0.7479183673858643,0.6367344101801884,0.6367344101801884,0.24998250645053074,0.008,0.9
18,0.15085847675800323,0.15085847675800323,0.7459239363670349,0.5982532416885258,0.5982532416885258,0.2569831130924393,0.008,0.9
19,0.1478673666715622,0.1478673666715622,0.7410639524459839,0.6483963330206863,0.6483963330206863,0.2553837791892217,0.008,0.9
20,0.14692242443561554,0.14692242443561554,0.744491457939148,0.6168071368912211,0.6168071368912211,0.26101664111158324,0.008,0.9
21,0.14986713230609894,0.14986713230609894,0.7519237995147705,0.6234716097209924,0.6234716097209924,0.23761399439008785,0.008,0.9
22,0.15757493674755096,0.15757493674755096,0.7660906314849854,0.5887971997944847,0.5887971997944847,0.24170532686056925,0.008,0.9
23,0.17438118159770966,0.17438118159770966,0.7778840661048889,0.4680631823738036,0.4680631823738036,0.1737866043304317,0.004,0.9
24,0.19228093326091766,0.19228093326091766,0.8050845861434937,0.4469500128215403,0.4469500128215403,0.20921633692380284,0.004,0.9
25,0.18749018013477325,0.18749018013477325,0.7971949577331543,0.4735466517636242,0.4735466517636242,0.1921536302367699,0.004,0.9
26,0.19250202178955078,0.19250202178955078,0.8009606599807739,0.46046498286792475,0.46046498286792475,0.2031963983257362,0.004,0.9
27,0.18581633269786835,0.18581633269786835,0.7900049686431885,0.4586382192019979,0.4586382192019979,0.21548776360957392,0.004,0.9
28,0.19704484939575195,0.19704484939575195,0.8071438074111938,0.4130680630585432,0.4130680630585432,0.22451144047705363,0.004,0.9
29,0.20377914607524872,0.20377914607524872,0.8083940744400024,0.387791216715344,0.387791216715344,0.17108974284039716,0.004,0.9
30,0.2019222527742386,0.2019222527742386,0.8089227080345154,0.40167570005867276,0.40167570005867276,0.22497114713724065,0.004,0.9
31,0.2088327407836914,0.2088327407836914,0.816868245601654,0.40762520907713856,0.40762520907713856,0.2505092985269252,0.004,0.9
32,0.21633079648017883,0.21633079648017883,0.8238067626953125,0.33339051070336406,0.33339051070336406,0.16958943153484363,0.004,0.9
33,0.2124071568250656,0.2124071568250656,0.8158978819847107,0.3712099478304044,0.3712099478304044,0.17435456564419302,0.004,0.9
34,0.22037692368030548,0.22037692368030548,0.8259735107421875,0.3473094877275864,0.3473094877275864,0.1855793737332432,0.004,0.9
35,0.206312358379364,0.206312358379364,0.8159226775169373,0.4004128571906008,0.4004128571906008,0.18790278676997735,0.004,0.9
36,0.21831585466861725,0.21831585466861725,0.826451301574707,0.37241897143665736,0.37241897143665736,0.18843344895154748,0.004,0.9
37,0.22842974960803986,0.22842974960803986,0.8330627083778381,0.33051612181143825,0.33051612181143825,0.15736197730005053,0.004,0.9
38,0.22292132675647736,0.22292132675647736,0.8333134055137634,0.3871966257377975,0.3871966257377975,0.22249410656450713,0.004,0.9
39,0.22296950221061707,0.22296950221061707,0.8323971033096313,0.3574509659842597,0.3574509659842597,0.20555301749894572,0.004,0.9
40,0.20927558839321136,0.20927558839321136,0.8202149271965027,0.43807043160808706,0.43807043160808706,0.2332152485194276,0.004,0.9
41,0.23178300261497498,0.23178300261497498,0.8350617289543152,0.3024962669662262,0.3024962669662262,0.1607324475086863,0.004,0.9
42,0.24889910221099854,0.24889910221099854,0.8478839993476868,0.28772928948954013,0.28772928948954013,0.11404671339938217,0.004,0.9
43,0.23659338057041168,0.23659338057041168,0.8382009863853455,0.32240579492389354,0.32240579492389354,0.198084431015076,0.004,0.9
44,0.23331217467784882,0.23331217467784882,0.8356004953384399,0.30764455788450085,0.30764455788450085,0.17419115375084063,0.002,0.9
45,0.224442258477211,0.224442258477211,0.8203866481781006,0.3382699629772689,0.3382699629772689,0.21293407313568322,0.002,0.9
46,0.23261456191539764,0.23261456191539764,0.8348467350006104,0.3105285323543713,0.3105285323543713,0.1939174071882377,0.002,0.9
47,0.24171704053878784,0.24171704053878784,0.8417177200317383,0.28571920549892327,0.28571920549892327,0.13580960224987737,0.002,0.9
48,0.2508314549922943,0.2508314549922943,0.8473899364471436,0.252866639903467,0.252866639903467,0.11173554013854593,0.002,0.9
49,0.25536829233169556,0.25536829233169556,0.853927731513977,0.235204193178372,0.235204193178372,0.12726981791356431,0.002,0.9
50,0.2607973515987396,0.2607973515987396,0.8568581938743591,0.2619250451515555,0.2619250451515555,0.13836442060443307,0.002,0.9
51,0.2593870460987091,0.2593870460987091,0.8556011319160461,0.2503259294233633,0.2503259294233633,0.12487839868096717,0.002,0.9
52,0.2616709768772125,0.2616709768772125,0.8557875156402588,0.2416214452304986,0.2416214452304986,0.1296695288690468,0.002,0.9
53,0.25349992513656616,0.25349992513656616,0.848748505115509,0.2421669815569033,0.2421669815569033,0.16793884344634316,0.002,0.9
54,0.26080644130706787,0.26080644130706787,0.8532475829124451,0.23881248302088187,0.23881248302088187,0.15549824678547577,0.002,0.9
55,0.25963911414146423,0.25963911414146423,0.8574482798576355,0.2604171581580578,0.2604171581580578,0.17787665463953367,0.002,0.9
56,0.270646333694458,0.270646333694458,0.8615611791610718,0.20314597696008915,0.20314597696008915,0.09499239006496425,0.002,0.9
57,0.26538902521133423,0.26538902521133423,0.8590701818466187,0.2643227812266031,0.2643227812266031,0.1441497976157767,0.002,0.9
58,0.28110337257385254,0.28110337257385254,0.8678098320960999,0.19668477805007256,0.19668477805007256,0.1302771984894846,0.002,0.9
59,0.27081942558288574,0.27081942558288574,0.8627132773399353,0.2658353896658462,0.2658353896658462,0.19356405217236233,0.002,0.9
60,0.2695038318634033,0.2695038318634033,0.8621099591255188,0.25159750448586155,0.25159750448586155,0.14067204952175535,0.002,0.9
61,0.26731181144714355,0.26731181144714355,0.8616414666175842,0.2738983960498132,0.2738983960498132,0.1590596393632021,0.002,0.9
62,0.2690545916557312,0.2690545916557312,0.8621440529823303,0.2511000011835682,0.2511000011835682,0.1552079378506009,0.002,0.9
63,0.2736515402793884,0.2736515402793884,0.863659143447876,0.21490057609106347,0.21490057609106347,0.1292659088059769,0.002,0.9
64,0.2737888693809509,0.2737888693809509,0.8651270270347595,0.24327797518177655,0.24327797518177655,0.23021139342578673,0.002,0.9
65,0.26864704489707947,0.26864704489707947,0.8612126708030701,0.2425615800897204,0.2425615800897204,0.13495828575465563,0.001,0.9
66,0.2769348621368408,0.2769348621368408,0.8649579882621765,0.18820160821108703,0.18820160821108703,0.0929998351320446,0.001,0.9
67,0.2829400897026062,0.2829400897026062,0.8698866367340088,0.2125435060114523,0.2125435060114523,0.13329693152238786,0.001,0.9
68,0.2846032977104187,0.2846032977104187,0.8699662685394287,0.21297556549367672,0.21297556549367672,0.11953036287040754,0.001,0.9
69,0.2840351462364197,0.2840351462364197,0.8687022924423218,0.19230964184377214,0.19230964184377214,0.08768119285217957,0.001,0.9
70,0.29196086525917053,0.29196086525917053,0.8740231990814209,0.17445471432651205,0.17445471432651205,0.09784124423934196,0.001,0.9
71,0.28873133659362793,0.28873133659362793,0.872734785079956,0.16861022525889008,0.16861022525889008,0.07941559555844895,0.001,0.9
72,0.29535579681396484,0.29535579681396484,0.8747247457504272,0.16862186535936471,0.16862186535936471,0.10535637523326903,0.001,0.9
73,0.2989068031311035,0.2989068031311035,0.8756461143493652,0.18769259086986348,0.18769259086986348,0.11125998133155515,0.001,0.9
74,0.30211490392684937,0.30211490392684937,0.878618597984314,0.17481555462766785,0.17481555462766785,0.12889130251736935,0.001,0.9
75,0.29611730575561523,0.29611730575561523,0.8762426972389221,0.17559882770532856,0.17559882770532856,0.11348298103986725,0.001,0.9
76,0.2911127507686615,0.2911127507686615,0.8735251426696777,0.19372722228729022,0.19372722228729022,0.12783638753600624,0.001,0.9
77,0.2975127696990967,0.2975127696990967,0.8761871457099915,0.17036607813082963,0.17036607813082963,0.11477303245973142,0.001,0.9
78,0.29147183895111084,0.29147183895111084,0.8723753094673157,0.1627143116927854,0.1627143116927854,0.10055836762910121,0.001,0.9
79,0.2990661859512329,0.2990661859512329,0.8771328330039978,0.15973718074038198,0.15973718074038198,0.13491861780054204,0.001,0.9
80,0.29313793778419495,0.29313793778419495,0.8753532767295837,0.1946758291689433,0.1946758291689433,0.13658815098662022,0.001,0.9
81,0.29800790548324585,0.29800790548324585,0.8770548105239868,0.17539743566262336,0.17539743566262336,0.12552431762665017,0.001,0.9
82,0.3046371638774872,0.3046371638774872,0.8789451122283936,0.15092301378685474,0.15092301378685474,0.07469613278127193,0.001,0.9
83,0.29657289385795593,0.29657289385795593,0.8739122748374939,0.1811502332840093,0.1811502332840093,0.10993020639867573,0.001,0.9
84,0.29925546050071716,0.29925546050071716,0.8783692717552185,0.1761797253135058,0.1761797253135058,0.11585115878407304,0.001,0.9
85,0.29656198620796204,0.29656198620796204,0.8771495819091797,0.18799814960810698,0.18799814960810698,0.15006185239022013,0.001,0.9
86,0.3020697832107544,0.3020697832107544,0.8797617554664612,0.15528535244569727,0.15528535244569727,0.09411448911618737,0.0005,0.9
87,0.30110231041908264,0.30110231041908264,0.8787969350814819,0.1598310936420415,0.1598310936420415,0.10857130044189826,0.0005,0.9
88,0.2998301684856415,0.2998301684856415,0.8778772950172424,0.17412836263116524,0.17412836263116524,0.12968805895782265,0.0005,0.9
89,0.3018288016319275,0.3018288016319275,0.8784539699554443,0.16073840184147908,0.16073840184147908,0.11341436249598848,0.0005,0.9
90,0.3058234751224518,0.3058234751224518,0.8795291185379028,0.1567017366792686,0.1567017366792686,0.08298845658808675,0.0005,0.9
91,0.3129803538322449,0.3129803538322449,0.8831992745399475,0.12662869489557657,0.12662869489557657,0.06223449922913453,0.0005,0.9
92,0.3053536117076874,0.3053536117076874,0.8802689909934998,0.13945375793180773,0.13945375793180773,0.0802748541021395,0.0005,0.9
93,0.3101813495159149,0.3101813495159149,0.8832682371139526,0.16486565854193833,0.16486565854193833,0.11746010401716224,0.0005,0.9
94,0.30788981914520264,0.30788981914520264,0.8819589018821716,0.13554313831586912,0.13554313831586912,0.07778870071940819,0.0005,0.9
95,0.3069699704647064,0.3069699704647064,0.8832353353500366,0.16897746152734208,0.16897746152734208,0.13647898238750744,0.0005,0.9
96,0.3063025176525116,0.3063025176525116,0.8811190724372864,0.1591038896807293,0.1591038896807293,0.0960246052973905,0.0005,0.9
97,0.30699166655540466,0.30699166655540466,0.8825122714042664,0.16358367338007307,0.16358367338007307,0.08757596386751357,0.0005,0.9
98,0.30902305245399475,0.30902305245399475,0.8830235600471497,0.1265810378764829,0.1265810378764829,0.07381907319427343,0.0005,0.9
99,0.30895909667015076,0.30895909667015076,0.8815651535987854,0.13575019922470727,0.13575019922470727,0.12071422590073266,0.0005,0.9
100,0.30955177545547485,0.30955177545547485,0.8824037313461304,0.151224240603684,0.151224240603684,0.12149934689992492,0.0005,0.9
